timestamp,open,high,low,close,volume
2024-01-15 09:30:00-05:00,489.9657634413723,490.1368510677542,489.9075600299283,490.0,120461
2024-01-15 09:31:00-05:00,490.0157377191532,490.1005165245245,489.9065660524804,490.0238685661204,158222
2024-01-15 09:32:00-05:00,489.97679163484884,490.11044719900747,489.96091534918475,490.02233799407355,192020
2024-01-15 09:33:00-05:00,490.01111867345145,490.2187691920053,489.9566640345404,490.0522455355976,348865
2024-01-15 09:34:00-05:00,490.06967673418933,490.1688569799103,490.06285032571105,490.1171667298539,100609
2024-01-15 09:35:00-05:00,490.0755146194455,490.17291670387607,490.05158539023483,490.111800594865,210513
2024-01-15 09:36:00-05:00,490.0757643567902,490.18346032975603,490.00483509068084,490.106435116587,283981
2024-01-15 09:37:00-05:00,490.1526914773928,490.2270528157109,490.10635058118174,490.1736036292073,184211
2024-01-15 09:38:00-05:00,490.1616645942058,490.2818876249351,490.08452070809943,490.20830101837345,266321
2024-01-15 09:39:00-05:00,490.150218848461,490.3193174458621,490.0538915969482,490.193522042936,109984
2024-01-15 09:40:00-05:00,490.2169635111742,490.3240096362565,490.0651481737953,490.21922444467947,198947
2024-01-15 09:41:00-05:00,490.2033693882421,490.37073505940697,490.1286682052151,490.20468773696695,284894
2024-01-15 09:42:00-05:00,490.1712353784803,490.34632620985013,490.1182858111305,490.19005854682416,85901
2024-01-15 09:43:00-05:00,490.1632093711477,490.2981732934075,490.1401432184433,490.2037370376868,242624
2024-01-15 09:44:00-05:00,490.08184202143474,490.21493087424653,489.99846989545983,490.1312058279005,302317
2024-01-15 09:45:00-05:00,490.0586882700448,490.16556912766174,489.92436727015667,490.0662091146,248757
2024-01-15 09:46:00-05:00,490.0180110776627,490.1744559559573,489.993611414603,490.04771761343034,225788
2024-01-15 09:47:00-05:00,489.99215982578545,490.09605264192396,489.8394967766053,490.011204368617,194099
2024-01-15 09:48:00-05:00,489.97927854203004,490.1589136199412,489.9710179950461,490.0277742619208,91138
2024-01-15 09:49:00-05:00,489.9533473527432,490.09867681368485,489.8750847753108,489.9954532989,246370
2024-01-15 09:50:00-05:00,489.90104471561096,490.0647272843573,489.8007832833179,489.94296115084654,103429
2024-01-15 09:51:00-05:00,489.98215244361364,490.112283550391,489.8423611155164,490.0055871016034,130200
2024-01-15 09:52:00-05:00,489.979815074467,490.08883659832435,489.85772474840667,490.0005560495839,282380
2024-01-15 09:53:00-05:00,489.9935868241749,490.18055610767647,489.85303252697236,490.0072571777714,328289
2024-01-15 09:54:00-05:00,489.95144847549034,490.10353600356365,489.8601387252923,489.95426725032286,325127
2024-01-15 09:55:00-05:00,489.8932558225291,490.00470665419147,489.7805646765548,489.93649194134184,316513
2024-01-15 09:56:00-05:00,489.90428379447377,490.107829681797,489.88451391490025,489.94492884493025,97347
2024-01-15 09:57:00-05:00,489.85290321816905,490.01625515760577,489.7365629365455,489.90288910183335,227992
2024-01-15 09:58:00-05:00,489.8720851807135,490.08820881206344,489.8007300136672,489.9219170225672,111822
2024-01-15 09:59:00-05:00,489.87411988969035,490.05587265824363,489.74564276487536,489.90189147497045,120108
2024-01-15 10:00:00-05:00,489.85577435421965,489.99950148055973,489.7854223479913,489.8942237249787,87967
2024-01-15 10:01:00-05:00,489.8269171739954,489.92707647057114,489.740490360114,489.87415546048953,91871
2024-01-15 10:02:00-05:00,489.909764218336,490.0371746445899,489.8338142419482,489.95224658786987,305371
2024-01-15 10:03:00-05:00,489.9433392937932,490.07611914678625,489.8106000610522,489.95570669888036,288524
2024-01-15 10:04:00-05:00,489.8948710549566,490.0497504302995,489.8567863640581,489.9173982617221,285342
2024-01-15 10:05:00-05:00,489.94784208744863,490.0378254573125,489.89645428728744,489.95430005820623,244685
2024-01-15 10:06:00-05:00,489.86176376084444,489.97758260183684,489.82734289178603,489.90946631220737,108179
2024-01-15 10:07:00-05:00,489.89151212428504,490.08036178679146,489.85108004759286,489.92182085600757,331537
2024-01-15 10:08:00-05:00,489.8360019107772,490.02540633454385,489.6841021873954,489.8474340510524,263260
2024-01-15 10:09:00-05:00,489.7647215748762,489.91664633279584,489.71980879073993,489.79830660909647,115262
2024-01-15 10:10:00-05:00,489.7792746465083,489.8824993656915,489.6333185752747,489.8101810585312,140545
